,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,SS36,SS37,SS38,SS39,SS40,SS41,SS42,SS43,SS44,SS45,SS46,SS47,SS48,SS49,SS50,SS51,SS52,SS53,SS54,SS55,SS56,SS57,SS58,SS59,SS60,SS61,SS62,SS63,SS64,SS65,SS66,SS67,SS68,SS69,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,A1,A2,A3,A4,A5,A,B,C,D,E,F,G
N1,0.67398304,0.2536431,0.55941653,0.39215156,0.6451951,0.42263973,0.6937609,0.76244664,0.32492894,0.3621382,0.36301297,0.19323716,0.3765739,0.2888934,0.052376837,0.28086627,0.37441885,0.22079068,0.16146435,0.33749878,0.15144858,0.46025515,0.32088238,0.15041122,0.33701438,0.35632548,0.35755354,0.38250163,0.2914523,0.2824151,0.23112789,0.33560464,0.28919682,0.33133066,0.33429348,0.32700187,0.26056898,0.33938664,0.274709,0.39279428,0.27974653,0.33582827,0.26089245,0.3334038,0.36817214,0.34729204,0.3089771,0.37360522,0.25824356,0.41313776,0.35993022,0.12003529,0.23839025,0.23099697,0.28212392,0.43579248,0.39035758,0.3159399,0.40209353,0.36068735,0.29163584,0.3945331,0.4961081,0.29936704,0.40041518,0.5617991,1.0000001,0.6175743,0.54480654,0.36076742,0.27228963,0.5130341,0.4316169,0.3243802,0.4882536,0.3732657,0.4308624,0.41034284,0.5088401,0.30824694,0.3800974,0.3789519,0.252037,0.37016398,0.42270494,0.32832837,0.45616725,0.54109526,0.4313759,0.33794364,0.33088353,0.34494528,0.30699152,0.59448355,0.29675734,0.30125326,0.33310145,0.4312364,0.6124951,0.50148803,0.35063905
N2,0.48386562,0.32831407,0.4519694,0.40432006,0.52429473,0.23200677,0.51489043,0.5665938,0.32674447,0.34039402,0.45553792,0.3095798,0.44029185,0.35918605,0.3230928,0.49252486,0.41861838,0.490283,0.31615874,0.5461762,0.35646436,0.43434498,0.47968677,0.24530536,0.4562377,0.34834173,0.3210073,0.34618554,0.28500262,0.3240017,0.3276997,0.36968076,0.4813853,0.5022217,0.5327419,0.50056416,0.46369308,0.47318575,0.46022943,0.5638691,0.39358345,0.3602745,0.38993853,0.6267867,0.45557126,0.3247773,0.41413206,0.48234844,0.32465762,0.43661997,0.42261076,0.19388764,0.32985908,0.30737364,0.3271045,0.5035241,0.4520831,0.3260871,0.42868716,0.53807855,0.4769416,0.47143587,0.5994977,0.46145558,0.550011,0.59984875,0.6175743,1.0000002,0.66156316,0.60452616,0.37120277,0.5644028,0.52156246,0.5372778,0.6283467,0.62095994,0.5109916,0.45187926,0.6425093,0.31232435,0.67401075,0.45637792,0.5670436,0.5299982,0.6604843,0.45826966,0.6562607,0.5579027,0.7480852,0.46502587,0.3286974,0.4037592,0.3330465,0.47593915,0.4646431,0.31860533,0.45078778,0.5437062,0.5778388,0.54735255,0.50819236
N3,0.5112729,0.4249753,0.55655307,0.56425023,0.5002134,0.49740916,0.40237135,0.52329975,0.57154655,0.6284227,0.46148273,0.43645984,0.4964554,0.3847515,0.20858055,0.38518173,0.3721431,0.3610794,0.3365643,0.56947047,0.4393002,0.40408903,0.5201113,0.26767087,0.42063397,0.48342398,0.47798204,0.56484026,0.33291087,0.36952165,0.35190973,0.42187083,0.39439714,0.48683816,0.4447722,0.42763114,0.30548987,0.4127927,0.4652368,0.3945608,0.3906182,0.44093025,0.4329508,0.3853795,0.373132,0.34927076,0.49495947,0.48229495,0.3252946,0.44253024,0.48710912,0.3086505,0.41593722,0.422536,0.4124063,0.58965755,0.5918007,0.5655079,0.5247991,0.44019687,0.36720106,0.4627404,0.5177784,0.3450417,0.52863854,0.592598,0.54480654,0.66156316,0.9999998,0.5467087,0.39923298,0.8487316,0.6895468,0.47888163,0.48788023,0.42676732,0.45763272,0.3938278,0.3911714,0.3501568,0.73275894,0.47760525,0.46754354,0.58667445,0.49707228,0.3793689,0.4915867,0.5571473,0.69089234,0.36167204,0.38456714,0.4516843,0.32375565,0.41567546,0.34942484,0.35582095,0.43186733,0.4411363,0.5200965,0.4197874,0.38703018
N4,0.24824616,0.47766382,0.43617442,0.36539513,0.45806968,0.25412804,0.33762607,0.40753442,0.43516847,0.3739665,0.4045019,0.31000277,0.39633924,0.3995465,0.34675342,0.4709453,0.38920945,0.5549024,0.4350597,0.5349365,0.5628135,0.40004998,0.5757025,0.26053268,0.43462408,0.34695214,0.31968984,0.33485436,0.30758476,0.33600914,0.2863391,0.29321837,0.46435368,0.43078652,0.50833726,0.3956982,0.38516787,0.44741085,0.4240149,0.47929555,0.28670233,0.32806736,0.32398975,0.452713,0.34940198,0.28604698,0.59210217,0.56198937,0.44035378,0.45665812,0.43205905,0.2637363,0.41075334,0.29371822,0.33608,0.50889915,0.40278143,0.34366086,0.37955993,0.48139572,0.3953995,0.39187112,0.5080325,0.41312575,0.55228734,0.5121943,0.36076742,0.60452616,0.5467087,0.99999976,0.38432357,0.53905404,0.44055432,0.44699273,0.42795697,0.4101972,0.433933,0.5318879,0.4362808,0.42354095,0.6369529,0.35356855,0.42216408,0.47090572,0.40803108,0.55520785,0.554551,0.54913604,0.8296772,0.39994243,0.29229614,0.39759254,0.44240683,0.3863273,0.39083043,0.30399194,0.43407506,0.48599786,0.54344374,0.5947547,0.59182763
N5,0.26943392,0.24940684,0.40497726,0.3269623,0.34430662,0.36514232,0.26498106,0.2980863,0.51964444,0.52019584,0.3530195,0.40725577,0.6668224,0.24982947,0.37844294,0.22717927,0.35752475,0.34713373,0.096717924,0.37571368,0.29956985,0.37034473,0.5033147,0.6205557,0.5632596,0.3829304,0.35959905,0.3324511,0.251949,0.35072374,0.33563435,0.37274724,0.38588992,0.3343944,0.38477495,0.47202554,0.3581606,0.37337127,0.48018906,0.3267762,0.5154769,0.33408096,0.32571882,0.42659637,0.41354167,0.25008127,0.28692266,0.31278753,0.38421825,0.3545064,0.4512772,0.3886071,0.51104486,0.574332,0.34512427,0.4562535,0.36145225,0.39649698,0.5934992,0.42491704,0.6778944,0.40894553,0.33561078,0.43538544,0.433047,0.17625783,0.27228963,0.37120277,0.39923298,0.38432357,0.99999976,0.5005562,0.5733905,0.33837917,0.21874382,0.31172425,0.25015947,0.40066862,0.2224295,0.41639447,0.30312836,0.5559047,0.54227847,0.4925087,0.44343472,0.5886731,0.3489658,0.41848242,0.40709218,0.385236,0.32148367,0.6005348,0.40490624,0.39098403,0.33699682,0.33892947,0.7190841,0.39272624,0.52904856,0.45243657,0.46547723
N6,0.44077122,0.50371695,0.58855164,0.48830223,0.46092278,0.61014664,0.34886998,0.4417653,0.7038952,0.72689617,0.49683797,0.5021961,0.57914174,0.30220857,0.1605751,0.34054834,0.4141674,0.30622613,0.23597789,0.43926543,0.35117203,0.40253997,0.5086783,0.3056572,0.42585492,0.52850264,0.5358061,0.6691588,0.31362912,0.36390054,0.35540643,0.3962385,0.39535484,0.3981067,0.41427416,0.42647874,0.2984984,0.39348328,0.46209103,0.36271688,0.40929168,0.4771907,0.43492568,0.42053714,0.3673983,0.2221803,0.3993747,0.43623328,0.35353857,0.3967715,0.5934568,0.35692558,0.55658156,0.53410137,0.4777244,0.6735442,0.59917396,0.6363521,0.5703677,0.46332926,0.5140902,0.4725096,0.5096102,0.30579585,0.5213936,0.45726517,0.5130341,0.5644028,0.8487316,0.53905404,0.5005562,0.9999998,0.7841193,0.42371166,0.411219,0.31726435,0.4266787,0.42865103,0.3137167,0.4801153,0.61121196,0.5270934,0.45926797,0.65680444,0.42048883,0.5333107,0.4404502,0.55617,0.6052228,0.3609339,0.39928263,0.5727428,0.4566865,0.40758452,0.32154655,0.34454963,0.52604276,0.4157743,0.5960831,0.489313,0.50810236
N7,0.46790427,0.45253325,0.54004776,0.43972945,0.3979749,0.49591804,0.34899727,0.4479978,0.6130831,0.619325,0.561759,0.51392627,0.5781668,0.35960835,0.23287128,0.3728004,0.31633124,0.3157426,0.22049604,0.3713465,0.32070845,0.31343034,0.5215023,0.26555908,0.43696713,0.43830037,0.5044881,0.5721772,0.30976346,0.31969532,0.34887475,0.3675598,0.450204,0.41231576,0.47946617,0.5482757,0.43060666,0.49616918,0.5631336,0.42876762,0.5897012,0.62850153,0.54987276,0.5340803,0.40455136,0.33997536,0.48165515,0.44584525,0.5555305,0.42804497,0.58115375,0.45121953,0.4721543,0.5627514,0.4949546,0.64652723,0.56117433,0.62457824,0.65111643,0.53635734,0.68765485,0.4904418,0.4799145,0.4433317,0.5592806,0.38234013,0.4316169,0.52156246,0.6895468,0.44055432,0.5733905,0.7841193,0.9999999,0.48045322,0.39797384,0.39474595,0.45038563,0.52659345,0.2780969,0.3725811,0.5503921,0.74820924,0.5292905,0.62938005,0.5345738,0.49194312,0.49529052,0.55413014,0.54846,0.4797233,0.3811488,0.58814293,0.45968366,0.37652126,0.40693462,0.33040154,0.70088613,0.58236414,0.5428729,0.54770195,0.515625
G1,0.31370026,0.37563866,0.45222828,0.29573447,0.36069238,0.20980914,0.33426088,0.40695482,0.3723276,0.37409812,0.3814392,0.3851295,0.40375167,0.4331832,0.31286266,0.48422277,0.36571145,0.4681622,0.39620838,0.4585912,0.26003966,0.35831898,0.40793502,0.23841074,0.36481434,0.38236257,0.3826921,0.34687275,0.5537268,0.39347112,0.34256417,0.40492445,0.6526657,0.5901036,0.6867827,0.6106577,0.5467919,0.8060046,0.5911363,0.58133465,0.45956904,0.45536736,0.46373597,0.4891369,0.5643828,0.38792107,0.5110521,0.4046979,0.43223265,0.43449563,0.43754396,0.28642723,0.36786112,0.44972432,0.3657804,0.43268943,0.38303143,0.3377962,0.45366305,0.6173516,0.42094862,0.49905986,0.48825204,0.5153778,0.6306267,0.37774158,0.3243802,0.5372778,0.47888163,0.44699273,0.33837917,0.42371166,0.48045322,1.0000002,0.60065556,0.62542367,0.51320523,0.5019843,0.48946902,0.31057915,0.5608615,0.55929697,0.47556147,0.36768508,0.5949164,0.43219447,0.520523,0.4274305,0.5310414,0.6555602,0.34761816,0.3679312,0.34084368,0.3518921,0.6141332,0.38175836,0.45019037,0.55001867,0.43648776,0.45473853,0.46330416
G2,0.3984709,0.2984497,0.29598564,0.25281802,0.37026748,0.18817513,0.43076655,0.54620796,0.25106934,0.24211524,0.3695217,0.23640677,0.37157393,0.28414154,0.21645413,0.45630902,0.46831846,0.39645338,0.29797417,0.3847195,0.1879236,0.41518384,0.3500431,0.20954153,0.36739665,0.41685864,0.36659217,0.3709078,0.43939054,0.3738353,0.31867668,0.44094133,0.411323,0.37101632,0.45738524,0.4134788,0.38089702,0.48756787,0.39679384,0.42296827,0.30814743,0.40704513,0.39130387,0.45004207,0.42227384,0.29500195,0.3493343,0.41476032,0.25090283,0.33728233,0.32932723,0.10590314,0.2756496,0.23482685,0.36247197,0.457839,0.36964405,0.25648692,0.41401798,0.42210758,0.33809382,0.5174123,0.6428804,0.36556697,0.4771974,0.5661112,0.4882536,0.6283467,0.48788023,0.42795697,0.21874382,0.411219,0.39797384,0.60065556,1.0000001,0.5600456,0.58241487,0.34773535,0.60140353,0.20224424,0.5025505,0.45086464,0.4276029,0.42673376,0.55519015,0.27988225,0.53352946,0.55550516,0.575888,0.39408696,0.39855152,0.3144352,0.34060863,0.40519768,0.38396043,0.38997704,0.37624913,0.50392133,0.44957674,0.4324888,0.45910132
G3,0.37815392,0.25586283,0.35178307,0.29900593,0.45955667,0.13790703,0.413716,0.45629305,0.30076748,0.29787213,0.3704827,0.3625311,0.45145103,0.3744661,0.3145501,0.35692567,0.41587618,0.37624812,0.35610482,0.46525133,0.25451583,0.3633067,0.3377597,0.20722573,0.3495085,0.32813492,0.3342057,0.2260328,0.3415173,0.42941067,0.35259095,0.44625732,0.6886029,0.6837663,0.78358006,0.7095304,0.6434508,0.70016676,0.5927002,0.63695484,0.47245723,0.36497188,0.47459555,0.54799056,0.6305331,0.3600673,0.47089788,0.52043843,0.38286963,0.41535476,0.36646092,0.24096262,0.3077454,0.37542355,0.31483793,0.35645795,0.25951523,0.25438237,0.42176893,0.63073605,0.3925735,0.4867211,0.45083338,0.6131006,0.65528333,0.54535407,0.3732657,0.62095994,0.42676732,0.4101972,0.31172425,0.31726435,0.39474595,0.62542367,0.5600456,0.9999999,0.43262926,0.38739595,0.59015304,0.20967117,0.51482695,0.4838992,0.45829827,0.285525,0.66232336,0.36647594,0.6023012,0.437442,0.5398286,0.6542894,0.32777765,0.3769027,0.27598423,0.3644442,0.7030044,0.37673563,0.456254,0.5846361,0.43851203,0.44963017,0.39304823
G4,0.34169766,0.41571203,0.3880821,0.28860432,0.3908188,0.2863342,0.39092618,0.48185974,0.2254117,0.19898982,0.4235989,0.28729808,0.33394083,0.28346878,0.31114188,0.5047481,0.3134614,0.33618483,0.25590515,0.41513953,0.25968468,0.3535068,0.4438057,0.28319576,0.43715626,0.29918218,0.28936586,0.3515784,0.3235668,0.16344066,0.20282708,0.29285356,0.3513678,0.35645035,0.42129153,0.4040312,0.27738157,0.4065115,0.36824572,0.41718853,0.2712496,0.3282736,0.30641338,0.3808757,0.366345,0.29226437,0.42418703,0.50645643,0.28932166,0.39020067,0.42935956,0.32101607,0.2841599,0.2525392,0.33745772,0.4706776,0.44495457,0.25767878,0.39003605,0.4008582,0.36575982,0.36013198,0.6414634,0.37152687,0.44505277,0.477966,0.4308624,0.5109916,0.45763272,0.433933,0.25015947,0.4266787,0.45038563,0.51320523,0.58241487,0.43262926,0.9999999,0.49840668,0.477288,0.42362043,0.45826936,0.36723313,0.41771856,0.5481638,0.38790444,0.37384868,0.6077705,0.46485192,0.46040556,0.3410405,0.23242065,0.2758918,0.46465838,0.28842846,0.32950956,0.23464286,0.35459828,0.41357955,0.3832248,0.5066421,0.6302577
G5,0.37501448,0.5418326,0.55716634,0.32645947,0.40952206,0.3021363,0.34765506,0.41772234,0.33514705,0.30086815,0.44326034,0.22938535,0.36456752,0.5215138,0.39408797,0.4776097,0.3059456,0.46013296,0.3042691,0.38630712,0.2995071,0.32731044,0.4542031,0.3160788,0.39989114,0.28678778,0.2577944,0.2895488,0.3522779,0.31252706,0.27293196,0.27988547,0.47726333,0.3971954,0.48062104,0.45650512,0.4220986,0.5276891,0.4159841,0.45905876,0.3059995,0.35577652,0.2961273,0.37789965,0.38800812,0.4825751,0.5659816,0.58430094,0.63800395,0.56250876,0.49737138,0.2425015,0.36543185,0.35479087,0.36519104,0.4461109,0.35238773,0.37472212,0.396366,0.55416006,0.49848196,0.41109622,0.5257249,0.42615396,0.5174364,0.4898429,0.41034284,0.45187926,0.3938278,0.5318879,0.40066862,0.42865103,0.52659345,0.5019843,0.34773535,0.38739595,0.49840668,0.9999999,0.33757764,0.59049547,0.53138065,0.51678383,0.5347073,0.3921169,0.4906146,0.5745864,0.61404383,0.49226755,0.49687728,0.46795768,0.2704845,0.41848236,0.5531463,0.31560537,0.43761495,0.2799539,0.48495215,0.41679966,0.4875548,0.7386396,0.7397786
G6,0.34285784,0.2139182,0.25258946,0.19910806,0.42345852,0.107176304,0.52791744,0.50615597,0.19704409,0.20419772,0.23022011,0.18435252,0.3481711,0.2559948,0.16811395,0.36360002,0.45245296,0.31832987,0.2631332,0.36269778,0.21731395,0.51325905,0.24072106,0.21594591,0.338274,0.29741937,0.2754274,0.23389345,0.27226183,0.27369416,0.27519676,0.37152848,0.42053545,0.46756583,0.5006354,0.44910797,0.42956105,0.46381482,0.38502356,0.4364702,0.30591932,0.2549495,0.2950923,0.42620018,0.52697515,0.23889944,0.28135735,0.3400907,0.15924317,0.35760164,0.2820082,0.10418774,0.23591964,0.17194444,0.1872143,0.38866806,0.26051027,0.18490338,0.33604616,0.5153173,0.3279817,0.38537192,0.5977438,0.4153569,0.46194,0.52439445,0.5088401,0.6425093,0.3911714,0.4362808,0.2224295,0.3137167,0.2780969,0.48946902,0.60140353,0.59015304,0.477288,0.33757764,1.0,0.2977241,0.41000104,0.32884607,0.33316806,0.2570086,0.5990374,0.39980584,0.498563,0.32799923,0.4858955,0.44324547,0.24337068,0.32642004,0.33530638,0.49335366,0.4641145,0.28192428,0.35884544,0.4102889,0.5092014,0.42776304,0.4465105
G7,0.25909087,0.5487451,0.47221678,0.29326758,0.37300178,0.37139824,0.25465208,0.21824473,0.40275866,0.37005234,0.32670358,0.29923162,0.35174653,0.29730868,0.30845386,0.40785447,0.28113174,0.39499506,0.14232244,0.28686684,0.23661879,0.30523658,0.33243063,0.4738105,0.33441693,0.26313642,0.1891023,0.2870953,0.21893926,0.1794833,0.17998682,0.22033058,0.22461675,0.1792762,0.22730353,0.23894255,0.15657942,0.27114165,0.21911381,0.23564789,0.20783365,0.13856626,0.13312632,0.21663119,0.25920364,0.23053248,0.25744972,0.2863084,0.33949435,0.30955872,0.4308877,0.23181307,0.3697494,0.24879865,0.20188399,0.45263577,0.30079412,0.32803443,0.31787062,0.28374046,0.33589524,0.26686788,0.5056365,0.22961718,0.2519799,0.27172568,0.30824694,0.31232435,0.3501568,0.42354095,0.41639447,0.4801153,0.3725811,0.31057915,0.20224424,0.20967117,0.42362043,0.59049547,0.2977241,1.0000001,0.37182322,0.23183405,0.3480819,0.35640007,0.28829914,0.63275677,0.36219513,0.37161022,0.35082936,0.17994294,0.15926126,0.38811356,0.42834175,0.2587908,0.1888146,0.15935078,0.32530236,0.15579994,0.43321764,0.4686597,0.62968564
G8,0.43310297,0.47290117,0.46357763,0.4493058,0.5463702,0.34540004,0.3550456,0.5086024,0.46584332,0.44093254,0.4798311,0.44420403,0.41583812,0.5075357,0.38868478,0.5078269,0.36201814,0.4441865,0.37857825,0.5465383,0.45216432,0.36015737,0.60302085,0.29606262,0.44491717,0.35745445,0.36639905,0.41057426,0.3167078,0.4059545,0.3359392,0.35401946,0.4607423,0.45674288,0.528994,0.44635963,0.37926257,0.48421842,0.46296763,0.5164809,0.30723786,0.39496347,0.4193681,0.43601596,0.3540349,0.38750914,0.64082634,0.6252056,0.50064594,0.5165955,0.43149105,0.35907775,0.36028224,0.3782266,0.4052622,0.5082868,0.5591121,0.4282331,0.38788986,0.4731035,0.36957353,0.4275529,0.5377962,0.44337296,0.52152157,0.6309488,0.3800974,0.67401075,0.73275894,0.6369529,0.30312836,0.61121196,0.5503921,0.5608615,0.5025505,0.51482695,0.45826936,0.53138065,0.41000104,0.37182322,1.0000001,0.46564144,0.52603495,0.5173706,0.5394236,0.457836,0.6756385,0.4647625,0.7534518,0.3944745,0.29466844,0.31920695,0.37096483,0.27872872,0.391323,0.30288428,0.36771306,0.47337222,0.45144725,0.5333201,0.5497309
G9,0.41894996,0.32981312,0.44826147,0.37939045,0.35791448,0.3106464,0.25339228,0.46489817,0.5278738,0.5273595,0.52425647,0.47993928,0.6242011,0.42061374,0.319395,0.3731007,0.39660835,0.35584515,0.28236333,0.34939212,0.27725345,0.3164747,0.49079672,0.30115616,0.44464743,0.48291558,0.5176091,0.47173417,0.44986072,0.5001873,0.4977087,0.4859479,0.54861593,0.5334956,0.61553925,0.6721376,0.5547132,0.6259515,0.6591648,0.48608685,0.6593417,0.67627835,0.6051767,0.56734765,0.46408212,0.44976985,0.5055063,0.44843775,0.55592674,0.48005885,0.53461945,0.4006562,0.50896,0.6084708,0.48196375,0.57392174,0.43227485,0.48553893,0.63211673,0.60640323,0.64193654,0.57684,0.4716159,0.56297916,0.5637454,0.34873798,0.3789519,0.45637792,0.47760525,0.35356855,0.5559047,0.5270934,0.74820924,0.55929697,0.45086464,0.4838992,0.36723313,0.51678383,0.32884607,0.23183405,0.46564144,1.0,0.5114332,0.46247295,0.5298035,0.39539033,0.49899518,0.5309692,0.46731907,0.6175063,0.5044877,0.5059979,0.45781237,0.38943115,0.512072,0.48733538,0.715781,0.59660393,0.5490564,0.511695,0.47878882
G10,0.35282794,0.38132444,0.34026808,0.4308251,0.3979356,0.21162458,0.24153781,0.35186458,0.38523477,0.35335296,0.44961327,0.41348627,0.45507926,0.43633097,0.4433024,0.43559694,0.29517627,0.42796275,0.23683667,0.4938808,0.40961635,0.2819942,0.55007124,0.37832835,0.49098128,0.3441556,0.27637017,0.32441172,0.35846964,0.42231172,0.42981422,0.37113506,0.51038826,0.4829853,0.5129864,0.55211705,0.44556093,0.51939946,0.5996842,0.45607603,0.43990433,0.3461498,0.3832048,0.49248058,0.3985799,0.4245537,0.41440865,0.4033712,0.44390562,0.34004295,0.5014369,0.3641392,0.43267834,0.4083045,0.37243927,0.4337775,0.41082692,0.37098396,0.39441893,0.52223915,0.6148762,0.46819296,0.43679962,0.46266675,0.5360853,0.32196784,0.252037,0.5670436,0.46754354,0.42216408,0.54227847,0.45926797,0.5292905,0.47556147,0.4276029,0.45829827,0.41771856,0.5347073,0.33316806,0.3480819,0.52603495,0.5114332,0.99999976,0.5607084,0.62752014,0.4664603,0.43404937,0.43955466,0.5375188,0.4527197,0.346752,0.47095355,0.38949105,0.22626312,0.47198647,0.38362157,0.5575426,0.4255423,0.4271961,0.5402638,0.55505633
G11,0.3110177,0.40069774,0.39577788,0.46336174,0.39069504,0.3624813,0.29402456,0.41520768,0.43726322,0.41129202,0.5170666,0.4569005,0.52033234,0.27975765,0.33572257,0.44099784,0.30933124,0.33809626,0.21630034,0.3741795,0.29516125,0.31873134,0.732903,0.44744074,0.72304565,0.39736527,0.3887868,0.47500923,0.272983,0.27205184,0.3165431,0.30928865,0.32457593,0.30345166,0.35692325,0.37630498,0.2573516,0.3082273,0.42183393,0.37929612,0.4336612,0.44277924,0.36104244,0.4229741,0.26405153,0.22386988,0.33691558,0.43829346,0.34091923,0.34917226,0.44983846,0.35903785,0.46001986,0.3879788,0.40683916,0.52325577,0.6514674,0.36072654,0.46860313,0.35974684,0.57944447,0.40827885,0.5376128,0.32068482,0.4416707,0.35265982,0.37016398,0.5299982,0.58667445,0.47090572,0.4925087,0.65680444,0.62938005,0.36768508,0.42673376,0.285525,0.5481638,0.3921169,0.2570086,0.35640007,0.5173706,0.46247295,0.5607084,1.0,0.4178127,0.46146882,0.5296438,0.5175556,0.5533627,0.29031,0.339246,0.44633746,0.4454192,0.30047345,0.24571544,0.32620266,0.5069801,0.44355905,0.47220117,0.52272004,0.54785806
G12,0.36910826,0.22659414,0.30002323,0.29840136,0.42977142,0.15998173,0.46410117,0.5009766,0.3574949,0.33068943,0.38782606,0.33339238,0.5315024,0.34018633,0.3268758,0.31254563,0.48799348,0.36717853,0.2482619,0.41469672,0.3054055,0.46883354,0.37782007,0.32045013,0.50878835,0.43693003,0.42114586,0.31390947,0.31910798,0.35834846,0.3647005,0.45642945,0.61671853,0.55882376,0.613326,0.6365316,0.5702402,0.6174588,0.5751065,0.53210014,0.5222525,0.40378565,0.4466527,0.5912646,0.57896626,0.29149157,0.38987118,0.4079839,0.35762703,0.4095445,0.39892143,0.23498349,0.3605586,0.40120766,0.34492224,0.48607415,0.31992745,0.31021273,0.55105567,0.6621899,0.55709565,0.5479239,0.4856761,0.55794346,0.6568908,0.4561825,0.42270494,0.6604843,0.49707228,0.40803108,0.44343472,0.42048883,0.5345738,0.5949164,0.55519015,0.66232336,0.38790444,0.4906146,0.5990374,0.28829914,0.5394236,0.5298035,0.62752014,0.4178127,1.0000001,0.47846013,0.5974256,0.510221,0.55896795,0.5975224,0.37605044,0.5687584,0.37103635,0.54257894,0.6039988,0.38448828,0.6614089,0.55761784,0.6302134,0.5134522,0.48613515
G13,0.22983725,0.4176138,0.41267326,0.26960355,0.43865973,0.3703031,0.30733672,0.28016692,0.4350527,0.38937935,0.3592699,0.34916124,0.49597797,0.30020356,0.35071516,0.36652416,0.44060877,0.41830492,0.23684305,0.38554147,0.3438905,0.3761505,0.47997996,0.4745452,0.49565735,0.40191343,0.36465955,0.39090267,0.31493953,0.37100413,0.3315099,0.3484354,0.42494872,0.38367146,0.43164805,0.44156975,0.41398662,0.46916667,0.38944864,0.43372816,0.39783704,0.27366257,0.32790416,0.44923618,0.39752015,0.22147223,0.34692267,0.38175383,0.43228754,0.38242882,0.48090905,0.31908917,0.52645624,0.42679033,0.25692642,0.51324135,0.31169257,0.34490234,0.4731313,0.4931878,0.5814305,0.43123108,0.51837313,0.38789013,0.46158957,0.30857265,0.32832837,0.45826966,0.3793689,0.55520785,0.5886731,0.5333107,0.49194312,0.43219447,0.27988225,0.36647594,0.37384868,0.5745864,0.39980584,0.63275677,0.457836,0.39539033,0.4664603,0.46146882,0.47846013,1.0000002,0.53242576,0.4059505,0.49039048,0.40419513,0.31991082,0.5546999,0.4624913,0.43330735,0.40831465,0.33940256,0.5936301,0.43258864,0.59814274,0.5856607,0.6527726
G14,0.36818552,0.37828675,0.39679655,0.31478238,0.44722676,0.25762913,0.39879087,0.54190904,0.299112,0.26459002,0.46522647,0.29442087,0.40980634,0.3935114,0.42131564,0.48133412,0.41696826,0.43293238,0.3960356,0.45351282,0.3395316,0.34619308,0.5188261,0.31406477,0.49795163,0.35421976,0.33428732,0.30249977,0.27031308,0.32131293,0.26677632,0.31015083,0.5003795,0.4644134,0.5810069,0.51454115,0.45861477,0.48899585,0.42346781,0.6064005,0.3023974,0.37469006,0.38812137,0.5059451,0.41916013,0.35363114,0.62505436,0.75087255,0.5059483,0.53084934,0.42863506,0.23060799,0.33577704,0.32299417,0.32966912,0.51965487,0.44657093,0.29694736,0.40495762,0.5564388,0.49477243,0.45627216,0.6312161,0.4871421,0.58689463,0.6774725,0.45616725,0.6562607,0.4915867,0.554551,0.3489658,0.4404502,0.49529052,0.520523,0.53352946,0.6023012,0.6077705,0.61404383,0.498563,0.36219513,0.6756385,0.49899518,0.43404937,0.5296438,0.5974256,0.53242576,1.0000001,0.48770782,0.642819,0.4812939,0.2589425,0.3776723,0.47528923,0.40943626,0.4674434,0.27910265,0.4742815,0.5450118,0.50515026,0.69211507,0.6656573
G15,0.35460764,0.29974747,0.49138093,0.40177742,0.40791863,0.26200747,0.3819544,0.4590249,0.34387544,0.30912036,0.36912563,0.26019245,0.49164543,0.3323084,0.22405106,0.3887394,0.4953487,0.32203642,0.25290313,0.4334761,0.2963837,0.44132525,0.4993714,0.2859575,0.463812,0.41142762,0.36343303,0.37233695,0.3926277,0.40862828,0.3019997,0.3779597,0.43195093,0.4252417,0.42545202,0.4348824,0.39370704,0.46560806,0.4011874,0.42849016,0.42332238,0.41142377,0.40784806,0.41174573,0.3662083,0.33129394,0.3510081,0.3995934,0.39688823,0.30617297,0.44716522,0.22035335,0.44600955,0.3193563,0.4353592,0.42473364,0.3158109,0.31790856,0.45716804,0.46773285,0.49565214,0.51757616,0.5335579,0.3771977,0.5674789,0.45856747,0.54109526,0.5579027,0.5571473,0.54913604,0.41848242,0.55617,0.55413014,0.4274305,0.55550516,0.437442,0.46485192,0.49226755,0.32799923,0.37161022,0.4647625,0.5309692,0.43955466,0.5175556,0.510221,0.4059505,0.48770782,0.99999994,0.63335335,0.42253032,0.43694073,0.45554698,0.43736345,0.48990402,0.3941763,0.40390754,0.5390416,0.5321711,0.593875,0.49275208,0.49961606
