,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,SS36,SS37,SS38,SS39,SS40,SS41,SS42,SS43,SS44,SS45,SS46,SS47,SS48,SS49,SS50,SS51,SS52,SS53,SS54,SS55,SS56,SS57,SS58,SS59,SS60,SS61,SS62,SS63,SS64,SS65,SS66,SS67,SS68,SS69,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,A1,A2,A3,A4,A5,A,B,C,D,E,F,G
SS54,0.31798506,0.29132938,0.2552155,0.24336387,0.30164966,0.1769486,0.298461,0.22611593,0.19513649,0.1660914,0.38245788,0.3433116,0.40501156,0.08225708,0.19905469,0.24414365,0.31082183,0.18846698,0.24236447,0.2849017,0.21435358,0.21024857,0.34611228,0.25666425,0.22552566,0.19526637,0.24031293,0.2426709,0.28392574,0.24725112,0.29451025,0.32932833,0.31258205,0.29329705,0.33082637,0.32175252,0.34955576,0.2871008,0.45019117,0.45900095,0.5070047,0.49883324,0.6010299,1.0,0.39963534,0.03484131,0.2079292,0.17792235,0.25112307,0.14234212,0.2881982,0.23465069,0.18486232,0.11283178,0.12467032,0.22885883,0.2446006,0.088506006,0.40013435,0.32013386,0.42762554,0.40038678,0.22994633,0.22604087,0.38017136,0.20164987,0.30191988,0.5556267,0.2638777,0.44204682,0.37622368,0.31899768,0.42759302,0.2514772,0.32243633,0.38466048,0.2728199,0.15581214,0.28695613,0.24621083,0.22920528,0.34961,0.37073532,0.33573198,0.4080294,0.3962923,0.28563145,0.3757074,0.31716377,0.42016336,0.32571027,0.3000475,0.30006748,0.2875215,0.32577994,0.31832814,0.3743089,0.6563548,0.35449612,0.16345128,0.3875716
SS55,0.33845407,0.16997086,0.15022266,0.21457182,0.23364262,0.23829217,0.3351638,0.2942746,0.20476608,0.25033736,0.16927426,0.24024951,0.37722534,0.19188866,0.33408892,0.27683312,0.43587703,0.3020132,0.25681317,0.3305828,0.32835194,0.47880942,0.35520357,0.3881668,0.44363686,0.4491537,0.4751281,0.41175655,0.40982854,0.40665293,0.5214155,0.64784515,0.7270371,0.6717588,0.73837626,0.74794364,0.7800474,0.6925124,0.68275845,0.75334597,0.72562766,0.43553272,0.4848895,0.39963534,1.0,0.22216228,0.45620367,0.36197746,0.44502503,0.54494727,0.2700168,0.2386221,0.34772563,0.24591762,0.25515145,0.2746809,0.18724248,0.09152056,0.492111,0.807107,0.45784345,0.65255696,0.32894757,0.57103145,0.6410296,0.27359778,0.28431454,0.3458063,0.23877054,0.2187387,0.39909887,0.2706608,0.49026686,0.46455845,0.27139744,0.50680405,0.26909617,0.2395607,0.3373859,0.22143021,0.32928774,0.48093015,0.46593451,0.32137668,0.6093439,0.41245797,0.39537504,0.4603847,0.3391775,0.80958605,0.55369353,0.44724894,0.4482493,0.36515582,0.8141674,0.47446746,0.4839459,0.43438178,0.395433,0.2549109,0.38198158
SS56,0.24058503,0.13713977,0.22972043,0.22917719,0.13070045,0.20925538,0.1185049,0.24603395,0.15961692,0.17530125,0.032102462,0.14769629,0.12421849,0.46728015,0.24918436,0.120819345,0.16541015,0.17124107,0.14732113,0.16757847,0.17373362,0.13396612,0.25413993,0.1331618,0.18556859,0.16390106,0.14298153,0.07515659,0.16246931,0.25380996,0.21980608,0.24757853,0.18853694,0.18544164,0.1439456,0.21523309,0.19725075,0.17543778,0.2195798,0.108940676,0.09373255,0.02023289,0.07437916,0.03484131,0.22216228,0.99999994,0.5563848,0.26310453,0.3605529,0.45063332,0.17861116,0.21507706,0.22005823,0.2588645,0.16303062,0.070620716,0.09571299,0.06906465,0.20361292,0.16705506,0.15498286,0.22697188,0.14259131,0.2996966,0.17155002,0.14563723,0.11198067,0.117032744,0.16479279,0.122578576,0.082720995,0.09218611,0.1597127,0.15471776,0.114854984,0.09859952,0.11811422,0.42468852,0.07683537,0.09817763,0.19961819,0.41929978,0.24358413,0.11678354,0.17312114,0.112796456,0.11451168,0.1602968,0.21119478,0.29678804,0.17719741,0.1966203,0.21593747,0.19424844,0.21764189,0.1817927,0.22623107,0.04417001,0.16663615,0.35053593,0.13842206
SS57,0.34799123,0.31703705,0.37733358,0.3664969,0.3433105,0.36939752,0.28395623,0.4210528,0.27531797,0.25351587,0.1712437,0.2875028,0.2872299,0.40561643,0.4141565,0.25919405,0.3791465,0.3835657,0.35079664,0.45813227,0.4975182,0.4284668,0.5485221,0.39279315,0.37283808,0.2658068,0.30646327,0.2674309,0.27072516,0.26541707,0.2924489,0.34511545,0.3291931,0.3718625,0.3355252,0.36184818,0.33788696,0.3768421,0.38560903,0.3142871,0.29697707,0.24368212,0.27763134,0.2079292,0.45620367,0.5563848,1.0,0.58399177,0.6204074,0.6772336,0.24365492,0.29607922,0.24534623,0.21714994,0.21344876,0.27109924,0.16165145,0.16380383,0.4458679,0.27500272,0.31979048,0.42639396,0.396189,0.4415593,0.398029,0.33824393,0.24157661,0.3642448,0.37709796,0.4023537,0.24345595,0.30935118,0.4122725,0.3420493,0.2376962,0.2988869,0.30560917,0.49596035,0.22852713,0.2923633,0.42212155,0.49331236,0.37323353,0.27391395,0.3514612,0.30613965,0.4026161,0.44046128,0.50271904,0.43930554,0.2785213,0.34950686,0.49611086,0.37281826,0.36425933,0.21084367,0.37356228,0.30999503,0.36867243,0.50488776,0.4054076
SS58,0.38177085,0.29565397,0.34243777,0.26389238,0.3434542,0.32124507,0.40773845,0.46558753,0.19010106,0.18137163,0.15692991,0.22385064,0.23273152,0.25075683,0.28147048,0.25098643,0.40451676,0.24587277,0.18848848,0.29121596,0.3255744,0.31294078,0.39486116,0.27083385,0.2781781,0.21012276,0.2573638,0.2482879,0.18542439,0.10950164,0.20107351,0.24020788,0.3103781,0.3111305,0.24860875,0.24640077,0.2617412,0.28150594,0.25344655,0.330608,0.22272947,0.21874866,0.21804439,0.17792235,0.36197746,0.26310453,0.58399177,0.99999976,0.50876373,0.47365665,0.18893132,0.23173288,0.1772554,0.16399339,0.11511202,0.29073292,0.17258936,0.18053465,0.3157076,0.22920278,0.28125444,0.41270113,0.537289,0.31451637,0.43617582,0.63718295,0.4365385,0.3810848,0.28484932,0.38006634,0.26353005,0.36120382,0.3560129,0.29261512,0.31569615,0.3199622,0.45199996,0.40167212,0.27964205,0.272572,0.41795933,0.26633868,0.26572278,0.24620976,0.30727297,0.40733546,0.56720024,0.34947026,0.45195523,0.33291513,0.17198248,0.27050948,0.5300932,0.38550672,0.27313465,0.11373878,0.30212414,0.29068628,0.3647383,0.56844544,0.5396068
SS59,0.355332,0.3507452,0.4259846,0.3052135,0.3066458,0.31273967,0.20046794,0.27266923,0.29676774,0.34063926,0.19395937,0.2405313,0.31711718,0.34737283,0.3814982,0.23793031,0.24542359,0.32656455,0.2419625,0.30700046,0.39273614,0.28001294,0.40319842,0.22527905,0.23849149,0.2749146,0.34525153,0.29151136,0.305724,0.28448266,0.37211907,0.36045256,0.37806487,0.35751083,0.3413639,0.32286492,0.3774643,0.38376114,0.45300543,0.39248967,0.34040612,0.3391939,0.36776695,0.25112307,0.44502503,0.3605529,0.6204074,0.50876373,1.0,0.47028035,0.30536616,0.23906144,0.21299429,0.2258827,0.2968228,0.23248997,0.22587445,0.28874737,0.40592897,0.26234382,0.35664174,0.47889736,0.35775304,0.32203376,0.41884056,0.31601617,0.20536028,0.32702526,0.25941384,0.30016765,0.35685545,0.3073104,0.55438,0.34986618,0.24567991,0.31456834,0.30408534,0.48132226,0.20788148,0.28453732,0.37258157,0.38473165,0.35142395,0.2264486,0.32863006,0.3189639,0.31695893,0.4458927,0.39034674,0.4411556,0.28595448,0.31993008,0.47551948,0.28971374,0.4152992,0.2969435,0.35704237,0.3705275,0.27059007,0.3822404,0.38628036
SS60,0.40828153,0.22031327,0.22489712,0.25545675,0.31654924,0.28967005,0.38011613,0.38458174,0.26753476,0.23811595,0.15463117,0.20654821,0.2705173,0.32621297,0.2728505,0.22208714,0.3778849,0.33188453,0.19678211,0.32573622,0.31251734,0.4624901,0.3632384,0.41056496,0.42977393,0.29813364,0.34458995,0.30366707,0.25985238,0.31101978,0.29050595,0.49004456,0.3556355,0.310829,0.3069278,0.3537266,0.32157725,0.33321375,0.30391106,0.345703,0.2606796,0.21288809,0.18426293,0.14234212,0.54494727,0.45063332,0.6772336,0.47365665,0.47028035,1.0000001,0.20999448,0.27169764,0.28591147,0.23805118,0.19221957,0.26478633,0.16522643,0.1543112,0.38298377,0.30093965,0.3167599,0.46362174,0.39495558,0.44561788,0.41655558,0.34815326,0.26679644,0.27140358,0.3183395,0.2648731,0.19188246,0.2988941,0.3749504,0.28944758,0.21004336,0.33948457,0.29257163,0.36943918,0.19703133,0.21906784,0.3858545,0.54132336,0.35685304,0.2809688,0.34166825,0.29739186,0.36406666,0.32775778,0.37054658,0.4793403,0.32991505,0.36740822,0.49146694,0.32828626,0.37437147,0.23193172,0.35899428,0.23995042,0.32247102,0.4925335,0.3535137
SS61,0.23844497,0.31467462,0.28897566,0.3071701,0.18727854,0.36336353,0.16603562,0.17503025,0.42537856,0.46498573,0.42081413,0.34914166,0.2563971,0.21203445,0.35719475,0.11603131,0.16588418,0.15120867,0.19024485,0.2087771,0.22526795,0.1520803,0.34289998,0.190735,0.260925,0.20726752,0.30313256,0.3331566,0.14904946,0.13739052,0.14726333,0.21632996,0.28366157,0.21276644,0.1716811,0.18049085,0.2156005,0.21202768,0.41612962,0.27324447,0.27344355,0.2219331,0.22699085,0.2881982,0.2700168,0.17861116,0.24365492,0.18893132,0.30536616,0.20999448,1.0,0.48124075,0.656742,0.3350913,0.42942914,0.40644926,0.4486745,0.37381312,0.5330729,0.2178263,0.5357627,0.22308405,0.26402837,0.1002718,0.19370416,0.18219407,0.15257762,0.26274234,0.32219106,0.19034484,0.28369227,0.46671653,0.39140314,0.19493937,0.10543723,0.17837828,0.23417054,0.27956745,0.1248783,0.32597733,0.26738048,0.23593444,0.39037508,0.39782852,0.2218511,0.37000814,0.22907697,0.28208998,0.17940612,0.3304682,0.22562933,0.6687722,0.32731783,0.21272108,0.2763601,0.17030734,0.60916555,0.26722097,0.2654424,0.3416626,0.29118955
SS62,0.25999025,0.25216898,0.35526526,0.34293383,0.36806652,0.35656434,0.27912372,0.28316158,0.50430167,0.4614954,0.3246388,0.49676442,0.21964023,0.19181326,0.32583112,0.19471839,0.24330926,0.26369515,0.28753838,0.31119618,0.27754557,0.2000744,0.34492666,0.26694906,0.24890822,0.14375457,0.26969877,0.30817002,0.18667066,0.09058876,0.1491518,0.19709295,0.21687762,0.15422961,0.15703814,0.17631519,0.16962565,0.1801752,0.34440202,0.17633453,0.179807,0.15306576,0.1630761,0.23465069,0.2386221,0.21507706,0.29607922,0.23173288,0.23906144,0.27169764,0.48124075,1.0000001,0.31204563,0.24101308,0.5649194,0.29984707,0.4190367,0.20536107,0.36781305,0.1559073,0.32634628,0.18048114,0.24803199,0.18089756,0.2128861,0.32682684,0.2494896,0.26635697,0.43290323,0.28827244,0.26161346,0.43714917,0.30074078,0.23658185,0.099202774,0.21196043,0.24921879,0.24393918,0.14479934,0.26544237,0.32061028,0.22888896,0.2749808,0.37942076,0.20283192,0.25896922,0.14959678,0.23474105,0.22982436,0.24284561,0.15674996,0.39948115,0.22133888,0.21186182,0.20124963,0.12756895,0.4390202,0.21978608,0.22424805,0.22670296,0.25479245
SS63,0.22509582,0.15983915,0.20022166,0.23121059,0.15469381,0.29292193,0.1412641,0.19477165,0.310559,0.38480395,0.2613289,0.18777516,0.37295768,0.18107423,0.33640116,0.16004576,0.26145872,0.13245936,0.12861937,0.16619572,0.13918842,0.28790268,0.28135693,0.23225518,0.30566385,0.28789482,0.3434766,0.3768826,0.1769203,0.23571783,0.21341418,0.3069479,0.35700074,0.31951636,0.291349,0.3581888,0.31722197,0.36565095,0.36540222,0.35685843,0.3368522,0.20414893,0.2032561,0.18486232,0.34772563,0.22005823,0.24534623,0.1772554,0.21299429,0.28591147,0.656742,0.31204563,1.0000002,0.5099199,0.37120408,0.34155822,0.25284955,0.24023157,0.50136256,0.3615539,0.59441906,0.34539786,0.26537415,0.31460696,0.2239247,0.14715607,0.20500042,0.19444597,0.21025491,0.0888791,0.2779632,0.40814346,0.31305623,0.22018173,0.13500564,0.14673807,0.1678944,0.29645383,0.17679785,0.31431162,0.27266845,0.36092895,0.42355204,0.3268535,0.286831,0.39989468,0.25967628,0.29795215,0.1538684,0.44421506,0.34036857,0.7403901,0.4090983,0.31729394,0.35684744,0.2312684,0.7464119,0.20786195,0.34349713,0.41284198,0.28680032
SS64,0.10269954,0.06913719,0.1283837,0.16032445,0.10139261,0.18630037,0.036195006,0.13046168,0.25892437,0.31488353,0.15878193,0.17776392,0.26433033,0.08622527,0.23993358,0.03889335,0.06195302,0.05930627,0.06511609,0.093181625,0.06376391,0.0879693,0.11613923,0.14313121,0.115253694,0.117316924,0.19297752,0.12367179,0.08223238,0.13200165,0.077273406,0.13875905,0.20470476,0.22625661,0.2566637,0.24337068,0.24309458,0.24033292,0.24547596,0.18179855,0.17309669,0.08355155,0.14999501,0.11283178,0.24591762,0.2588645,0.21714994,0.16399339,0.2258827,0.23805118,0.3350913,0.24101308,0.5099199,1.0000001,0.34406123,0.12481518,0.07421615,0.16632254,0.28939825,0.2744043,0.31933045,0.17587796,0.044536896,0.23459731,0.116685346,0.10061528,0.021638978,0.08377239,0.12198181,0.022635598,0.21560422,0.20821083,0.19470471,0.14009368,0.032865077,0.09244105,0.039005227,0.21933234,0.020151412,0.10455819,0.17235586,0.3556575,0.14293209,0.11497626,0.21610141,0.20309666,0.10850327,0.04315199,0.04707618,0.29613605,0.123376,0.36430904,0.24032757,0.14353357,0.22368012,0.08213701,0.42952645,0.08317702,0.1747776,0.32223827,0.12304733
SS65,0.19292763,0.25122562,0.267239,0.23575976,0.18483633,0.38194,0.17324287,0.10785827,0.4945838,0.51501876,0.300144,0.32375184,0.161702,0.11345552,0.302295,0.035400804,0.12915774,0.13608597,0.1755542,0.17312223,0.16898239,0.112233244,0.21149777,0.10849565,0.14833331,0.20521641,0.34087217,0.38050318,0.13910955,0.11112252,0.14700979,0.20488746,0.33189738,0.24362464,0.16181724,0.19476305,0.16744748,0.1709348,0.403647,0.25519958,0.23780173,0.22340879,0.19990498,0.12467032,0.25515145,0.16303062,0.21344876,0.11511202,0.2968228,0.19221957,0.42942914,0.5649194,0.37120408,0.34406123,1.0000004,0.28484598,0.37089744,0.26547834,0.30260924,0.17059,0.28533366,0.19289139,0.1781108,0.18554191,0.2639743,0.20049739,0.12390278,0.12805966,0.3004386,0.14666325,0.17255875,0.37746793,0.29060242,0.19111963,0.048850544,0.16461179,0.20009483,0.19431022,0.053103525,0.16879226,0.2736866,0.22798377,0.1929961,0.27743554,0.15517443,0.21806915,0.040954098,0.1728645,0.14721769,0.28742102,0.18468583,0.34407592,0.12442224,0.14554071,0.2428513,0.17216197,0.44084972,0.2309128,0.15084028,0.143621,0.16318737
SS66,0.46839792,0.42701903,0.2537579,0.2872325,0.32031107,0.5456399,0.3168581,0.26282948,0.5694169,0.4901143,0.41557243,0.45729834,0.36317554,0.06070595,0.20542727,0.30379584,0.31626332,0.18107095,0.16853413,0.23248893,0.2694014,0.24516079,0.34550896,0.22476044,0.29849347,0.31438214,0.38994333,0.4689628,0.15203096,0.119309895,0.1485547,0.26503962,0.23393553,0.14019282,0.14977781,0.177916,0.14851563,0.16750574,0.2632259,0.28902292,0.2780996,0.3130179,0.20440918,0.22885883,0.2746809,0.070620716,0.27109924,0.29073292,0.23248997,0.26478633,0.40644926,0.29984707,0.34155822,0.12481518,0.28484598,1.0,0.4876779,0.2578115,0.48771596,0.16747625,0.337061,0.30696258,0.5417368,0.19590981,0.25178555,0.3273823,0.32526314,0.28941676,0.38183558,0.26216006,0.19913486,0.5697597,0.40814498,0.21144547,0.30836952,0.27635145,0.48481762,0.22073664,0.2858511,0.44396162,0.34585685,0.16038734,0.27756324,0.44504425,0.304491,0.4581433,0.36804432,0.3283378,0.2906406,0.20914388,0.26143408,0.48358557,0.369813,0.35805947,0.17204292,0.15538129,0.36916682,0.29190272,0.41526026,0.2599786,0.47247204
SS67,0.40544605,0.5331337,0.32712892,0.4395494,0.29957172,0.52456856,0.2396748,0.20658109,0.5105332,0.48147574,0.48543766,0.45065418,0.17770083,0.16654739,0.2536992,0.14949176,0.13866554,0.13339302,0.17355396,0.053733587,0.08750827,0.08794786,0.31796837,0.23052108,0.3286806,0.23092471,0.26821914,0.34872255,0.062092878,0.097304575,0.18425553,0.16571507,0.160754,0.11324495,0.09947556,0.11738573,0.10658194,0.07225946,0.33889455,0.17775601,0.23229001,0.29895732,0.15509847,0.2446006,0.18724248,0.09571299,0.16165145,0.17258936,0.22587445,0.16522643,0.4486745,0.4190367,0.25284955,0.07421615,0.37089744,0.4876779,1.0000002,0.32987687,0.35932088,0.109932624,0.23667592,0.19598837,0.38477227,0.078550056,0.1740403,0.2863838,0.18945453,0.20769939,0.3988185,0.19558297,0.1765947,0.47434384,0.37357593,0.1451363,0.148004,0.19482882,0.34098673,0.17769766,0.0856552,0.25453916,0.2923584,0.06480904,0.21447727,0.5467307,0.13799249,0.3341353,0.13693862,0.22876126,0.16607654,0.15036787,0.17227414,0.39119655,0.19292378,0.17956592,0.15034662,0.09883172,0.27656206,0.23434055,0.1957164,0.1677844,0.24470371
SS68,0.17844568,0.22714859,0.18279739,0.2190221,0.10216571,0.31747302,0.13877009,0.11157253,0.30470905,0.33825907,0.23233585,0.1728889,0.22092909,0.17482553,0.12847361,0.03349831,0.0864356,0.020497177,0.032958783,0.04963584,0.0652622,0.10443963,0.107983574,0.08865568,0.07617761,0.25874585,0.29824966,0.30329275,0.14185587,0.14064497,0.10605088,0.1454913,0.08809076,0.05296654,0.006924375,-0.019010078,0.021453397,0.047053155,0.20871952,0.026442027,0.08142364,0.21169496,0.064682715,0.088506006,0.09152056,0.06906465,0.16380383,0.18053465,0.28874737,0.1543112,0.37381312,0.20536107,0.24023157,0.16632254,0.26547834,0.2578115,0.32987687,1.0,0.29211807,0.009178031,0.17422922,0.16224536,0.1826678,0.028717222,0.10155007,0.18685769,0.089059435,0.027544428,0.22742268,0.025529003,0.09036404,0.19398448,0.2489397,0.10315411,0.08543361,0.092502065,0.22713584,0.25684518,-0.01738768,0.097013734,0.16439632,0.063389316,0.10688403,0.1471679,0.03292102,0.07945861,-0.012191396,0.0901913,0.038774103,0.047846273,0.17197198,0.27461162,0.12480485,0.16966489,0.06369395,0.15599284,0.2579542,0.11557269,0.1611001,0.18753889,0.1561229
SS69,0.4273883,0.37752467,0.35264242,0.39431277,0.37275213,0.4595808,0.3422789,0.3814625,0.44780403,0.47416025,0.32033223,0.3724043,0.6485057,0.23483631,0.3559749,0.30641818,0.41302767,0.3047509,0.26783195,0.3699154,0.4052345,0.41259417,0.5157367,0.40198445,0.38195127,0.31346864,0.39298117,0.4331165,0.25842306,0.24951613,0.27420282,0.36214745,0.35547474,0.30448335,0.30608618,0.3531904,0.32995254,0.35663167,0.4959274,0.37825924,0.46940342,0.46211445,0.3992126,0.40013435,0.492111,0.20361292,0.4458679,0.3157076,0.40592897,0.38298377,0.5330729,0.36781305,0.50136256,0.28939825,0.30260924,0.48771596,0.35932088,0.29211807,0.9999998,0.3038764,0.6241162,0.45022854,0.48388246,0.32978144,0.3744285,0.320144,0.37502837,0.36909154,0.4368338,0.32027346,0.5267719,0.5976734,0.6029849,0.33833086,0.34044954,0.3391257,0.40426955,0.3310386,0.33173987,0.41731778,0.38088292,0.44907373,0.48552305,0.45334327,0.41925526,0.5254878,0.3681582,0.5191105,0.41778064,0.40973336,0.3326231,0.69212,0.511191,0.49048275,0.35920396,0.25707403,0.68886274,0.42072615,0.53094846,0.3870747,0.4564412
P1,0.18763109,0.03617177,0.022453163,0.11190449,0.07030852,0.08412173,0.116546296,0.16331735,0.0722865,0.12526587,0.093430944,0.07358272,0.27197886,0.07748458,0.22767654,0.18753034,0.26386467,0.19748327,0.1493625,0.21380141,0.1844588,0.3168537,0.21156079,0.21064202,0.2855051,0.36586624,0.3186526,0.2638362,0.30662388,0.3328997,0.4051834,0.49862307,0.6838238,0.6693936,0.7609295,0.7405597,0.7652858,0.6947061,0.60109967,0.7100211,0.6985264,0.31038967,0.38850677,0.32013386,0.807107,0.16705506,0.27500272,0.22920278,0.26234382,0.30093965,0.2178263,0.1559073,0.3615539,0.2744043,0.17059,0.16747625,0.109932624,0.009178031,0.3038764,1.0,0.430347,0.5594487,0.21000917,0.5308994,0.545331,0.17297554,0.15816443,0.2633929,0.13850966,0.11202931,0.32813835,0.18089457,0.35588774,0.42125952,0.17726886,0.42326543,0.13030787,0.13358232,0.28066126,0.17642915,0.26935065,0.38118607,0.38122696,0.25414982,0.5865036,0.31480306,0.3329272,0.35503107,0.2321949,0.7632708,0.47663522,0.36655647,0.3263609,0.2297548,0.77648497,0.4123071,0.4508307,0.32363763,0.28208256,0.21021718,0.2681185
P2,0.33584982,0.2533019,0.27828234,0.28812787,0.23268855,0.24179287,0.24706082,0.23666362,0.3027955,0.3341576,0.3287303,0.30936325,0.504975,0.23375201,0.39629126,0.29268888,0.35752714,0.2743667,0.23253486,0.40611455,0.3819007,0.36837316,0.49541643,0.37572,0.37716618,0.22731341,0.27382332,0.35009155,0.24360093,0.24102111,0.23860425,0.32566264,0.40098307,0.35617384,0.3287327,0.3607343,0.33507928,0.3987177,0.48538274,0.44984397,0.46768883,0.41861567,0.41969898,0.42762554,0.45784345,0.15498286,0.31979048,0.28125444,0.35664174,0.3167599,0.5357627,0.32634628,0.59441906,0.31933045,0.28533366,0.337061,0.23667592,0.17422922,0.6241162,0.430347,1.0,0.47026542,0.36856765,0.31386274,0.39628297,0.2739278,0.3536203,0.39612308,0.33958516,0.28408575,0.6301367,0.569841,0.6138013,0.38913712,0.31687173,0.3400765,0.33432114,0.27317917,0.3398291,0.4862461,0.4180036,0.47473425,0.672245,0.5360048,0.51001704,0.6090148,0.4755354,0.51626843,0.39479917,0.49834305,0.3059005,0.7636551,0.57465655,0.34505492,0.42556912,0.26876992,0.83243364,0.44237655,0.42704245,0.5264297,0.4749545
P3,0.44397923,0.27382046,0.2271018,0.2821681,0.3053434,0.23062661,0.29416305,0.31986308,0.21418384,0.17604789,0.2577631,0.20028499,0.43402827,0.19139828,0.2962758,0.35311246,0.3976882,0.30987582,0.24781679,0.36242267,0.29344526,0.45350337,0.41159528,0.27669042,0.41664585,0.6991181,0.6045291,0.5849966,0.6500804,0.6087284,0.68782264,0.83236945,0.59683466,0.51197314,0.47978637,0.49261558,0.50963336,0.60706556,0.5818607,0.6563738,0.62725925,0.5110368,0.4555131,0.40038678,0.65255696,0.22697188,0.42639396,0.41270113,0.47889736,0.46362174,0.22308405,0.18048114,0.34539786,0.17587796,0.19289139,0.30696258,0.19598837,0.16224536,0.45022854,0.5594487,0.47026542,0.99999976,0.4716535,0.40972662,0.569996,0.30893388,0.39094347,0.3819167,0.27631742,0.2392558,0.37690717,0.3556908,0.4718637,0.4737292,0.3853072,0.40113893,0.31300095,0.32616943,0.33619642,0.29271317,0.40831023,0.4385051,0.51854366,0.3951419,0.54003847,0.48870227,0.4672282,0.52484584,0.4044109,0.6279726,0.79137677,0.43942022,0.57130325,0.4447835,0.56605434,0.7480218,0.45701918,0.50318944,0.44947672,0.37170056,0.5080581
P4,0.590197,0.5287114,0.35189262,0.35561085,0.49198562,0.48708883,0.45453084,0.552662,0.3559393,0.2530494,0.2564717,0.36447763,0.37025017,0.18156059,0.28490984,0.407099,0.48446447,0.38663802,0.3243004,0.3596068,0.31669715,0.45025483,0.47979194,0.3103688,0.36659962,0.2571888,0.32693946,0.39232045,0.26109442,0.17719552,0.20399852,0.32632622,0.22991051,0.27213824,0.18006,0.2163168,0.17807864,0.24883816,0.29253355,0.35557538,0.27178413,0.2717881,0.25541338,0.22994633,0.32894757,0.14259131,0.396189,0.537289,0.35775304,0.39495558,0.26402837,0.24803199,0.26537415,0.044536896,0.1781108,0.5417368,0.38477227,0.1826678,0.48388246,0.21000917,0.36856765,0.4716535,1.0000002,0.3219992,0.3996514,0.5280925,0.58380795,0.4748884,0.40149045,0.38146922,0.2785232,0.62045586,0.4688176,0.4234632,0.547686,0.4055451,0.6919969,0.37950495,0.43705687,0.47102875,0.5151042,0.272281,0.39874697,0.56656253,0.3202742,0.5694949,0.53490585,0.55223256,0.4838391,0.27221882,0.2787848,0.3815627,0.6031546,0.5358616,0.24427687,0.19071442,0.33535653,0.33608693,0.48019993,0.4605176,0.63772947
P5,0.28346214,0.09683978,0.11195608,0.16285227,0.1716612,0.21766399,0.24187267,0.29461744,0.15720136,0.19325092,0.008355176,0.097500965,0.38620043,0.16042745,0.18638769,0.13866352,0.4156094,0.19066481,0.11231132,0.25256228,0.2415679,0.3657649,0.2725317,0.28446808,0.27295578,0.2407211,0.2888931,0.25728264,0.19561525,0.24267994,0.27456036,0.3660094,0.4387032,0.52901953,0.5008936,0.8022041,0.51288474,0.46232915,0.4244458,0.49101743,0.5008904,0.31320414,0.33527026,0.22604087,0.57103145,0.2996966,0.4415593,0.31451637,0.32203376,0.44561788,0.1002718,0.18089756,0.31460696,0.23459731,0.18554191,0.19590981,0.078550056,0.028717222,0.32978144,0.5308994,0.31386274,0.40972662,0.3219992,1.0000002,0.4374029,0.21141474,0.2407583,0.26608297,0.1887271,0.23374611,0.30546165,0.21295238,0.33338645,0.35028896,0.15760337,0.34691042,0.14816561,0.32523787,0.25973848,0.12668365,0.23573254,0.43985596,0.2971974,0.21137802,0.3964536,0.24332091,0.2564851,0.38900563,0.29119706,0.5907484,0.33668256,0.28379494,0.35812995,0.34842777,0.54705936,0.22878613,0.36228013,0.36232063,0.34639597,0.3236402,0.26637602
P6,0.4535021,0.29520127,0.18474022,0.31829152,0.26496148,0.26012695,0.31954247,0.30764747,0.19672653,0.16435812,0.1617483,0.2050234,0.3126892,0.1674133,0.24773574,0.23708442,0.41547304,0.20168152,0.18955055,0.4183082,0.3973117,0.41126058,0.3762234,0.25079367,0.28148746,0.3737002,0.41393575,0.43090168,0.3337911,0.33080643,0.36697736,0.44490844,0.7399312,0.6275758,0.5465699,0.51859856,0.57722265,0.5582252,0.5519686,0.60517234,0.5716757,0.3700625,0.48309195,0.38017136,0.6410296,0.17155002,0.398029,0.43617582,0.41884056,0.41655558,0.19370416,0.2128861,0.2239247,0.116685346,0.2639743,0.25178555,0.1740403,0.10155007,0.3744285,0.545331,0.39628297,0.569996,0.3996514,0.4374029,1.0,0.51799804,0.38207865,0.4278994,0.40760243,0.34152293,0.2728078,0.36672696,0.48558488,0.5368892,0.40365568,0.59168893,0.40318176,0.279182,0.37649226,0.23789345,0.47209698,0.34606183,0.44025886,0.3586666,0.59682584,0.38932738,0.41336012,0.5127053,0.577561,0.63127905,0.42078844,0.3403359,0.41529134,0.4320102,0.63351953,0.35039127,0.3682423,0.44190428,0.4224425,0.2667192,0.40629315
